회사명,거래소코드,회계년도,매출액증가율(IFRS),순이익증가율(IFRS),매출액정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),부채비율(IFRS),차입금의존도(IFRS),자본(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS),상장일,보통주자본금(IFRS),우선주자본금(IFRS)
(주)TCC스틸,002710,2020/06,-10.4,0,1.42,-1.1,-0.39,185.29,49.91,95179631,2270055,-1060719,1984/12/21,23000000,0
(주)TCC스틸,002710,2021/06,11.89,0,4.28,5.29,1.95,158.8,42.8,107609229,7673828,5368386,1984/12/21,23500000,0
(주)가비아,079940,2018/06,7.81,77.31,8.07,4.07,2.95,40.37,9.43,49083832,2254248,1941917,2005/10/19,6767842,0
(주)가비아,079940,2019/06,1.81,32.86,7.59,5.1,3.45,54.58,17.88,52144655,2157887,2580007,2005/10/19,6767842,0
(주)가비아,079940,2020/06,7.98,15.63,9.12,5.49,3.44,64.15,23.68,56586848,2801027,2983331,2005/10/19,6767842,0
(주)가비아,079940,2021/06,12.33,-16.81,7.47,4.19,2.58,61.27,20.9,61742360,2576854,2481892,2005/10/19,6767842,0
(주)강스템바이오텍,217730,2018/06,-81.03,0,-731.37,-24.19,-10.9,73.91,31.5,21719339,-4915357,-4832540,2015/12/21,8297469,0
(주)강스템바이오텍,217730,2019/06,-85.73,0,-9400.76,-32.11,-18.87,68.01,25.4,38379855,-9018775,-9648208,2015/12/21,10422219,0
(주)강스템바이오텍,217730,2020/06,84.87,0,-5163.13,-21.25,-15.05,24.28,8.96,60597557,-9157043,-10517074,2015/12/21,10489718,1619967
(주)강스템바이오텍,217730,2021/06,542.23,0,-812.35,-16.27,-12.34,42.49,12.46,43346496,-9252828,-8456806,2015/12/21,12780844,33750
(주)강원랜드,035250,2018/06,-11.44,-22.62,33.88,5.48,4.7,16.64,0,3493411903,242823895,185737172,2003/09/04,106970250,0
(주)강원랜드,035250,2019/06,3.28,-17.42,40.36,4.35,3.71,17.32,0.08,3565767430,298687105,153390284,2003/09/04,106970250,0
(주)강원랜드,035250,2020/06,-63.49,0,-107.35,-5.87,-5,17.64,1.59,3327690781,-290101034,-202417486,2003/09/04,106970250,0
(주)강원랜드,035250,2021/06,11.29,0,-19,-0.56,-0.49,13.27,1.72,3225712191,-57138393,-18419439,2003/09/04,106970250,0
(주)강원에너지,114190,2018/06,31.74,0,-1.36,-4.1,-2.35,118.61,17.44,45714348,-556409,-2051357,2009/11/20,7626515,0
(주)강원에너지,114190,2019/06,-46.07,0,-9.71,-6.08,-3.08,76.95,16.31,47661383,-2140514,-2840452,2009/11/20,7848147,0
(주)강원에너지,114190,2020/06,-16.79,0,-20.59,-16.66,-9.21,88.39,13.79,25634870,-3774293,-6107327,2009/11/20,9077456,0
(주)강원에너지,114190,2021/06,32.79,0,1.06,13.14,7.4,64.1,14.76,20208389,258655,3012058,2009/11/20,9077456,0
(주)갤럭시아에스엠,011420,2018/06,-35.56,0,-18.1,-17.94,-15.05,20.48,0,34639173,-2095450,-7102471,1989/11/14,13774822,0
(주)갤럭시아에스엠,011420,2019/06,-10.88,0,-13.14,-5,-3.88,41.96,3.63,22877245,-1355962,-1438246,1989/11/14,13774822,0
(주)갤럭시아에스엠,011420,2020/06,-20.37,0,1.01,-1.52,-1.08,39.93,10.14,18119912,82781,-311265,1989/11/14,13774822,0
(주)갤럭시아에스엠,011420,2021/06,50.73,0,7.41,3.29,2.38,36.87,3.77,28373860,917255,765137,1989/11/14,13774822,0
(주)게임빌,063080,2018/06,-39.25,0,-43.51,-5.8,-3.87,55.19,31.49,128905540,-10885408,-8430637,2009/07/30,3297596,0
(주)게임빌,063080,2019/06,39.06,0,-27.8,-5.55,-3.29,86.25,39.21,99131893,-9672357,-6328975,2009/07/30,3297596,0
(주)게임빌,063080,2020/06,-1.45,0,3.31,0.18,0.09,126.65,50.44,96697225,1134777,172663,2009/07/30,3297596,0
(주)게임빌,063080,2021/06,-10.6,815.88,9.09,1.6,0.67,149.23,55.74,101371766,2786013,1581391,2009/07/30,3297596,0
(주)경농,002100,2018/06,0.13,-34,23.49,8.39,5.34,59.74,25.16,194134390,28102677,16420920,1977/06/30,10845875,0
(주)경농,002100,2019/06,-0.12,13.29,20.57,9.39,5.74,66.98,28.46,202297083,24585521,18602789,1977/06/30,10845875,0
(주)경농,002100,2020/06,5.96,6.26,19.36,9.69,5.96,58.37,24.64,205804867,24519993,19767172,1977/06/30,10845875,0
(주)경농,002100,2021/06,6.24,5.81,20.11,9.95,6.25,59.67,25.62,214753724,27063743,20916619,1977/06/30,10845875,0
(주)경동나비엔,009450,2018/06,17.35,61.36,5.77,6.25,3.39,95.26,19.76,234048848,15885508,14084798,1993/08/31,12739510,0
(주)경동나비엔,009450,2019/06,-0.73,-44.08,5.22,3.29,1.7,92.48,15.33,244862942,14285380,7876070,1993/08/31,12739510,0
(주)경동나비엔,009450,2020/06,24.64,195.53,7.81,8.98,4.6,97.43,20.32,273360143,26615968,23276422,1993/08/31,12739510,0
(주)경동나비엔,009450,2021/06,19.75,94.53,6.65,15.2,7.92,87.11,11.73,322522302,27151932,45279186,1993/08/31,13604730,0
(주)경동도시가스,267290,2018/06,0,0,3.07,6.77,3.22,110.53,2.13,310083950,25099895,20990395,2017/05/12,11792658,0
(주)경동도시가스,267290,2019/06,-3.35,-22.28,2.54,5.09,2.49,99.32,2.01,330949124,20036005,16312790,2017/05/12,11792658,0
(주)경동도시가스,267290,2020/06,-19.24,-30.33,1.91,3.37,1.81,74.19,4.15,343915653,12200293,11365861,2017/05/12,14738515,0
(주)경동도시가스,267290,2021/06,8.82,45.28,2.92,4.64,2.68,71.79,3.37,367537958,20260857,16512006,2017/05/12,14738515,0
(주)경동인베스트,012320,2018/06,619.15,-87.04,11.91,0.42,0.41,2.66,0,309912929,373717,1261052,1997/03/07,11825115,0
(주)경동인베스트,012320,2019/06,60.52,-7.3,18.4,0.38,0.37,2.99,0.09,310454964,926631,1168990,1997/03/07,11825115,0
(주)경동인베스트,012320,2020/06,2.99,82.74,32.16,0.69,0.68,0.52,0.08,306918405,1668528,2136196,1997/03/07,11825115,0
(주)경동인베스트,012320,2021/06,5.33,-66.25,32.57,0.24,0.23,0.29,0.07,305156797,1779624,721033,1997/03/07,11825115,0
(주)경방,000050,2018/06,-6.01,12.36,13.95,2.03,1.18,67.3,16.82,718776766,19449703,14368788,1956/03/03,13707635,0
(주)경방,000050,2019/06,-6.08,7.3,14.2,2.12,1.25,70.4,16.96,737490128,18599254,15417940,1956/03/03,13707635,0
(주)경방,000050,2020/06,-16.17,5.27,9.57,2.18,1.23,83.37,21.85,749668167,10505070,16230033,1956/03/03,13707635,0
(주)경방,000050,2021/06,12.86,-18.01,7.69,1.76,1.03,59.53,15.8,762937815,9532938,13306369,1956/03/03,13707635,0
(주)경보제약,214390,2018/06,1.54,-2.77,10.24,5.65,3.7,50.67,17.16,143857643,10036767,7851281,2015/06/29,11953430,0
(주)경보제약,214390,2019/06,-0.18,-27.97,7.09,3.85,2.53,53.74,20.15,149843113,6934541,5655087,2015/06/29,11953430,0
(주)경보제약,214390,2020/06,14.52,16.73,6.25,4.36,2.68,71.26,27.7,152723224,6994734,6601401,2015/06/29,11953430,0
(주)경보제약,214390,2021/06,-19.86,-97.97,0.41,0.09,0.05,62.45,27.43,154004718,372361,133793,2015/06/29,11953430,0
(주)경인양행,012610,2018/06,12,358.75,4.04,1.88,1.12,71.21,32.05,193835245,4464286,3606013,1995/10/05,20198183,0
(주)경인양행,012610,2019/06,23.57,27.86,5.28,2.33,1.28,93.11,37.23,201433914,7207700,4610593,1995/10/05,20198183,0
(주)경인양행,012610,2020/06,-23.29,0,-1.9,-1.76,-0.9,98.25,42.38,196354418,-1991516,-3499165,1995/10/05,20453183,0
(주)경인양행,012610,2021/06,27.01,0,5.31,5.04,2.43,117.41,44.36,199681527,7067290,9985271,1995/10/05,20748183,0
(주)고려시멘트,198440,2018/06,-2.3,0,3.98,3.93,2.7,51.91,11.33,85229722,1688202,3156621,2014/08/13,3197996,0
(주)고려시멘트,198440,2019/06,4.59,-33.12,3.11,2.45,1.62,50.93,10.96,87344154,1378429,2110991,2014/08/13,3197996,0
(주)고려시멘트,198440,2020/06,-23.88,-79.76,-0.65,0.49,0.35,29.23,1.25,88298711,-218935,427194,2014/08/13,3197996,0
(주)고려시멘트,198440,2021/06,5.71,517.5,7.22,2.88,2.3,22.23,1.18,94601260,2574872,2637917,2014/08/13,3197996,0
(주)고바이오랩,348150,2020/06,,,,,,,,27836920,-4601786,-47030824,2020/11/18,6677883,0
(주)고바이오랩,348150,2021/06,0,0,-421.4,-15.21,-14.81,2.7,0.09,51015142,-5286158,-7760231,2020/11/18,8080772,0
(주)고영테크놀러지,098460,2018/06,17.68,61.27,21.09,11.81,9.33,28.35,0,215276498,22845469,22534111,2008/06/03,6843976,0
(주)고영테크놀러지,098460,2019/06,-7.22,-13.01,19.76,8.69,6.99,20.62,1.75,236114242,19851338,19602435,2008/06/03,6843976,0
(주)고영테크놀러지,098460,2020/06,-23.32,-44.2,9.37,4.45,3.73,17.66,2.77,255754282,7222953,10937971,2008/06/03,6865476,0
(주)고영테크놀러지,098460,2021/06,50.34,85.79,18.44,7.79,6.45,23.6,2.42,266218019,21358602,20321706,2008/06/03,6865476,0
(주)골드앤에스,035290,2018/06,-33.01,0,-47.7,-10.72,-7.52,45.91,17.69,11966652,-2259489,-1581432,1999/12/07,11086938,0
(주)골드앤에스,035290,2019/06,-21.25,0,-99.37,-68.15,-25.75,315.61,59.14,9409591,-3706699,-7284003,1999/12/07,11965887,0
(주)골드앤에스,035290,2020/06,-36.96,0,-65.74,0,-13.19,0,95.66,-2611465,-1545944,-3836479,1999/12/07,1285069,0
(주)골드앤에스,035290,2021/06,110,0,7.07,0,1.55,60.05,17.32,14807596,349108,332029,1999/12/07,18111955,0
(주)골드퍼시픽,038530,2018/06,-13.31,0,5.75,1.84,0.68,119.14,49.18,15086415,276967,199130,2000/06/09,4433074,0
(주)골드퍼시픽,038530,2019/06,-61.19,0,-96.01,-8.41,-4.69,66.56,38.74,47206581,-1793291,-2619687,2000/06/09,16550716,0
(주)골드퍼시픽,038530,2020/06,276.59,0,-2.52,-45.11,-21.78,205.3,61.88,19507435,-177511,-15046641,2000/06/09,22319196,0
(주)골드퍼시픽,038530,2021/06,-0.5,0,-12.4,-11.45,-7.03,24.04,16.79,71631309,-868087,-5219420,2000/06/09,39692772,0
(주)골프존,215000,2018/06,-5.75,-78.65,20.16,7.6,5.63,34.24,12.13,189433694,17745216,13660241,2015/04/03,3137708,0
(주)골프존,215000,2019/06,33.97,52.9,22.81,10.54,7.75,37.64,10.14,206706371,26886338,20885914,2015/04/03,3137708,0
(주)골프존,215000,2020/06,16.15,-1.06,21.33,9.84,6.78,52.6,16.32,213322392,29204162,20665296,2015/04/03,3137708,0
(주)골프존,215000,2021/06,42.54,114.98,30.31,18.86,12.4,51.63,13.39,257905538,59153896,44426587,2015/04/03,3137708,0
(주)골프존뉴딘홀딩스,121440,2018/06,-3.33,0,-10.1,-0.34,-0.31,11.7,9.32,473403944,-1268415,-1667692,2011/05/20,21418409,0
(주)골프존뉴딘홀딩스,121440,2019/06,9,0,-32.02,-1.34,-1.17,18.1,11.38,473580675,-4384415,-6343512,2011/05/20,21418409,0
(주)골프존뉴딘홀딩스,121440,2020/06,73.7,0,50.77,1.61,1.35,20.09,11.69,452800860,12074890,7447335,2011/05/20,21418409,0
(주)골프존뉴딘홀딩스,121440,2021/06,67.36,255.16,75.66,5.61,4.68,19.64,10.35,489710256,30115416,26449860,2011/05/20,21418409,0
(주)광림,014200,2018/06,-35,73435.64,1.51,75.77,34.74,132.31,4.94,339344184,508479,162820413,1993/07/07,24249243,0
(주)광림,014200,2019/06,26.91,-96.57,5.83,2.4,1.05,118.82,20.12,126437776,2496956,5580172,1993/07/07,24812095,0
(주)광림,014200,2020/06,-6.17,-42.51,5.75,3.37,1.43,170.94,41.2,63951579,2312536,3208300,1993/07/07,26461117,0
(주)광림,014200,2021/06,13.17,0,4.8,-33.09,-14.29,110.36,19.68,117987254,2183946,-30104899,1993/07/07,26461117,0
(주)광명전기,017040,2018/06,-9.47,0,0.63,2.19,1.45,51.43,11.03,86848559,270642,1874730,1990/09/14,21668808,0
(주)광명전기,017040,2019/06,63.83,102.93,5.67,4.26,2.84,49.03,10.7,91640916,4012221,3804371,1990/09/14,21668808,0
(주)광명전기,017040,2020/06,-19.2,-6.69,5.29,3.76,2.56,45.2,10.33,97245456,3026867,3549805,1990/09/14,21668808,0
(주)광명전기,017040,2021/06,-20.3,-27.93,-0.62,2.58,1.78,45.51,5.91,100968196,-281210,2558188,1990/09/14,21668808,0
(주)광주신세계,037710,2018/06,-2.31,-8.17,24.26,3.78,3.34,9.5,0,599058166,24288813,21809105,2002/02/07,8000000,0
(주)광주신세계,037710,2019/06,-27.77,9.82,34.47,3.87,3.49,12.09,0.02,638278190,24927348,23950581,2002/02/07,8000000,0
(주)광주신세계,037710,2020/06,-0.12,-10.44,31.94,3.26,2.91,11.78,0.02,677092653,23073997,21451104,2002/02/07,8000000,0
(주)광주신세계,037710,2021/06,12.42,19.17,35.15,3.66,3.28,11.9,0.01,718274747,28545417,25564324,2002/02/07,8000000,0
(주)광진윈텍,090150,2018/06,-5.29,0,1.16,2.5,0.9,181.5,36.21,34675001,501745,867509,2006/10/20,4829197,0
(주)광진윈텍,090150,2019/06,0.87,74.36,2.85,4.48,1.62,172.35,31.38,32825387,1245511,1512588,2006/10/20,4829197,0
(주)광진윈텍,090150,2020/06,-16.41,-46.58,0.79,2.27,0.92,123.31,32.21,38446364,289097,808048,2006/10/20,4829197,0
(주)광진윈텍,090150,2021/06,12.59,222.16,4.68,6.58,2.91,128.37,33.75,40737486,1925707,2603215,2006/10/20,4829197,0
(주)구영테크,053270,2018/06,-1.11,135.2,0.58,6.04,2.18,205.86,46.01,47397184,218731,2851388,2002/02/07,9897087,0
(주)구영테크,053270,2019/06,21.28,-30.61,3.08,3.71,1.32,159.89,44.44,59244784,1417638,1978610,2002/02/07,13197087,0
(주)구영테크,053270,2020/06,-15.77,-76.45,0.25,0.79,0.31,152.28,48.46,58207520,97891,466008,2002/02/07,13197087,0
(주)구영테크,053270,2021/06,35.63,652.18,5.21,5.84,2.39,136.84,44.27,61871643,2741431,3505201,2002/02/07,13197087,0
(주)국동,005320,2018/06,-16.13,-29.95,0.46,2.17,1.11,89.36,35.65,41577267,286356,962247,1996/12/24,6870240,0
(주)국동,005320,2019/06,-8.62,-31.8,0.63,1.28,0.74,63.45,31.2,61063098,352429,656232,1996/12/24,13798078,0
(주)국동,005320,2020/06,66.87,2208.14,20.33,21.12,11.25,105.73,35.54,82339718,19106699,15146739,1996/12/24,19012895,0
(주)국동,005320,2021/06,-48.11,0,-5.99,-3.24,-1.83,46.12,24.32,77012427,-2920600,-2582822,1996/12/24,26614403,0
(주)국보,001140,2018/06,-2.53,0,-0.93,-8.98,-2,388.79,39.86,14110259,-322227,-1449068,1989/12/02,8411520,0
(주)국보,001140,2019/06,-12.67,0,-9.29,-81.59,-15.22,508.95,44.41,9131300,-2820452,-9481173,1989/12/02,8411520,0
(주)국보,001140,2020/06,-10.72,0,-17.54,-45.61,-13.74,140.49,34.23,27649681,-4754221,-8388673,1989/12/02,22298169,0
(주)국보,001140,2021/06,-1.23,0,-15.43,-18.24,-8.18,110.97,29.8,39924890,-4130345,-6161904,1989/12/02,30532771,0
(주)국보디자인,066620,2018/06,-10.25,31.2,8.67,9,5.23,66.98,0,102231671,9905819,8498115,2002/09/05,3750000,0
(주)국보디자인,066620,2019/06,-22.89,-47.78,5.52,4.26,2.66,54.28,0.4,105982952,4860293,4437826,2002/09/05,3750000,0
(주)국보디자인,066620,2020/06,41.32,112.55,7.72,8.41,5.29,63.42,0.23,118323243,9615204,9432581,2002/09/05,3750000,0
(주)국보디자인,066620,2021/06,15.78,2.51,8.82,7.08,4.39,59.58,0.09,154717019,12720115,9668951,2002/09/05,3750000,0
(주)국순당,043650,2018/06,-14.95,0,-5.82,6.38,5.86,8.45,0,201453231,-1509114,12236721,2000/08/24,8929152,0
(주)국순당,043650,2019/06,-3.29,-98.05,-9.1,0.12,0.11,7.29,0.07,196636742,-2281231,239114,2000/08/24,8929152,0
(주)국순당,043650,2020/06,-6.28,1508.18,7.25,1.96,1.84,6.1,0.18,195412743,1702660,3845392,2000/08/24,8929152,0
(주)국순당,043650,2021/06,22.31,118.26,14.59,4.08,3.82,7.22,0,216120534,4192399,8393127,2000/08/24,8929152,0
(주)국영지앤엠,006050,2018/06,6.79,0,-0.92,-0.21,-0.17,17.64,2.78,51995178,-282888,-107938,1994/10/07,17447622,0
(주)국영지앤엠,006050,2019/06,-3.94,0,-0.03,0.27,0.23,18.4,1.37,51890449,-8085,142141,1994/10/07,17447622,0
(주)국영지앤엠,006050,2020/06,10.01,-25.6,0.06,0.2,0.16,29.57,10.47,52423778,20793,105756,1994/10/07,17447622,0
(주)국영지앤엠,006050,2021/06,-6.51,0,-1.7,-0.9,-0.69,32.69,12.6,50549372,-517592,-463191,1994/10/07,17447622,0
(주)국전약품,307750,2019/06,,,,,,,,9597829,,-15869,2018/12/19,501000,0
(주)국전약품,307750,2020/06,0,0,0,-0.42,-0.39,8.44,,9539660,,-40165,2018/12/19,501000,0
(주)국전약품,307750,2021/06,0,0,9.8,3.56,2.73,30.37,12.08,81450331,3900820,2901193,2018/12/19,4906927,0
(주)그리티,204020,2019/06,,,,,,,,74154350,2249019,1916594,2018/07/23,5356192,100800
(주)그리티,204020,2020/06,0,0,3.45,2.34,1.97,18.38,3.04,73945203,2323954,1726858,2018/07/23,10393049,100800
(주)그리티,204020,2021/06,-23.2,0,-3.69,-2.62,-2.22,17.12,3.11,74077918,-1909670,-1937664,2018/07/23,10393049,100800
(주)그린플러스,186230,2020/06,,,,,,,,38440607,1134325,1045610,2019/08/07,2416936,0
(주)그린플러스,186230,2021/06,0,0,7.9,-7.89,-5,57.9,24.68,47467941,3074309,-3745159,2019/08/07,5410094,0
(주)글로벌스탠다드테크놀로지,083450,2018/06,-19.89,-24.83,8.2,8.76,6.31,27.51,2.23,70433930,5426005,5755207,2006/02/01,4658873,0
(주)글로벌스탠다드테크놀로지,083450,2019/06,-21.63,-6.06,10.25,7.27,5.82,22.41,2.38,78304586,5314693,5406533,2006/02/01,4658873,0
(주)글로벌스탠다드테크놀로지,083450,2020/06,67.38,130.31,15.67,13.97,11.3,24.62,0.98,99928660,13606060,12451999,2006/02/01,4658873,0
(주)글로벌스탠다드테크놀로지,083450,2021/06,59.87,39.86,15.29,16.31,12.4,37.58,0.81,113597337,21229066,17415858,2006/02/01,4658873,0
(주)금비,008870,2019/03,-0.46,-30.49,2.76,2.56,1.42,78.18,26.62,84423067,1228910,2146752,1990/06/08,5000000,0
(주)금비,008870,2020/03,-11.31,-92.57,-1.58,0.19,0.11,83.67,27.71,83385832,-625074,159533,1990/06/08,5000000,0
(주)금비,008870,2021/03,4.19,1982.56,7.83,3.95,2.14,85.96,26.8,84959205,3227806,3322379,1990/06/08,5000000,0
(주)금양,001570,2018/06,10.95,-26.81,4.89,3.13,0.59,407.5,44.21,33813302,3978119,1009169,1976/12/27,21589796,0
(주)금양,001570,2019/06,-20.93,-7.79,5.5,2.25,0.56,223.53,47.2,48928821,3534825,930523,1976/12/27,22024068,0
(주)금양,001570,2020/06,-0.76,0,3.68,-4.26,-1.08,388.81,52.11,36347476,2349976,-1814879,1976/12/27,22024068,0
(주)금양,001570,2021/06,29.2,0,4.49,0.07,0.02,256.01,53.35,54795662,3699077,32555,1976/12/27,23907556,0
(주)금호에이치티,214330,2018/06,-1.36,102.78,6.62,6.07,3.95,51.19,17.15,102945053,5485292,5998810,2015/11/11,4882500,0
(주)금호에이치티,214330,2019/06,27.4,-87.08,2.78,0.58,0.35,69.92,28.48,166259728,2930468,775124,2015/11/11,11512858,0
(주)금호에이치티,214330,2020/06,-23.25,0,-0.96,-2.51,-1.49,65.95,32.71,187578519,-776194,-4434189,2015/11/11,13850612,0
(주)금호에이치티,214330,2021/06,25.67,0,1.23,-0.29,-0.19,39.79,18.01,236164615,1254356,-607351,2015/11/11,62628831,0
(주)금화피에스시,036190,2018/06,17.14,75.88,19.26,13.18,10.37,25.44,0,194268261,21946977,23907686,2000/12/26,3000000,0
(주)금화피에스시,036190,2019/06,-16.64,-27.99,18.58,8.29,6.96,13.6,0.04,220853793,17655469,17215052,2000/12/26,3000000,0
(주)금화피에스시,036190,2020/06,33.34,32.52,17.69,9.9,8.43,21.05,0.03,239811844,22407786,22813050,2000/12/26,3000000,0
(주)금화피에스시,036190,2021/06,-8.41,-33.52,13.53,6.26,5.36,12.3,0.12,245093391,15702897,15165446,2000/12/26,3000000,0
(주)기가레인,049080,2018/06,54.52,0,5.65,4.35,1.96,117.87,32.39,93233968,3559087,3438175,2013/12/19,25163858,0
(주)기가레인,049080,2019/06,-42.76,0,-24.48,-14.36,-6.25,147.79,44.92,61132179,-8819955,-11082829,2013/12/19,26138060,0
(주)기가레인,049080,2020/06,-33.59,0,-25.73,-20.85,-6.99,343.46,56.73,21162906,-6157549,-8577230,2013/12/19,26138060,0
(주)기가레인,049080,2021/06,57.88,0,5.66,5.77,2.21,88.24,23.06,52940080,2136809,2136395,2013/12/19,36024818,0
(주)기산텔레콤,035460,2018/06,0.58,0,-10.83,-2.74,-2.3,14.76,2.99,34989770,-1587436,-979657,1999/11/18,7288670,0
(주)기산텔레콤,035460,2019/06,-17.8,0,-5.22,-7.35,-5.79,42.72,3.49,26947170,-628736,-2277358,1999/11/18,7288670,0
(주)기산텔레콤,035460,2020/06,-41.84,0,-17,-5.6,-4.06,33.8,10.99,29768108,-1191791,-1587944,1999/11/18,7288670,0
(주)기산텔레콤,035460,2021/06,12.15,0,-20.51,-5.67,-4.31,29.36,15.21,28216557,-1612340,-1644788,1999/11/18,7288670,0
(주)까뮤이앤씨,013700,2018/06,-48.1,-69.1,4.99,1.46,0.61,113.49,29.47,59240574,2148618,820732,1989/11/30,22576140,0
(주)까뮤이앤씨,013700,2019/06,229.78,850.89,7.47,12.39,5.19,161.43,26.42,66698303,10608793,7804226,1989/11/30,22576140,0
(주)까뮤이앤씨,013700,2020/06,-36.91,-13.67,3.94,9.39,3.9,122.54,29.2,76776319,3533880,6737169,1989/11/30,22576140,0
(주)까뮤이앤씨,013700,2021/06,-17.29,0,-1.68,-1.63,-0.76,108.92,31.28,80692811,-1242307,-1283984,1989/11/30,22576140,0
(주)까스텔바작,308100,2019/06,,,,,,,,74798269,5720867,4576015,2019/06/10,3298350,0
(주)까스텔바작,308100,2020/06,0,0,11.6,3.79,3.37,12.58,1.77,80360060,3679904,3047512,2019/06/10,3298350,0
(주)까스텔바작,308100,2021/06,3.12,0,4.57,-0.92,-0.69,54.52,18.92,79221154,1493731,-735994,2019/06/10,3298350,0
(주)나노,187790,2018/06,23.01,0,6.84,2.9,1.78,72.83,25.38,38128985,1349888,1129746,2014/05/08,7852619,0
(주)나노,187790,2019/06,-6.44,-58.94,3.25,1.08,0.66,54.2,21.64,48079675,601459,463834,2014/05/08,12898928,0
(주)나노,187790,2020/06,-33.28,0,-2.77,-6.66,-4.19,63.84,19.05,44900151,-341291,-3094211,2014/05/08,12898928,0
(주)나노,187790,2021/06,-3.44,0,9.22,-34.97,-19.98,91.21,22.82,31063150,1097094,-13280381,2014/05/08,13216388,0
(주)나노브릭,286750,2020/06,,,,,,,,13907171,-253825,-313304,2019/08/19,4560103,0
(주)나노브릭,286750,2021/06,0,0,-3.63,-0.94,-0.68,38.87,17.98,14985341,-133177,-141295,2019/08/19,4651034,0
(주)나노신소재,121600,2018/06,24.99,56.29,17.05,4.61,4.26,7.46,1.33,85173275,3925474,3753298,2011/02/09,5424166,0
(주)나노신소재,121600,2019/06,13.03,-21.27,8.13,3.36,3.08,10.56,2.29,90820632,2115803,2955027,2011/02/09,5424167,0
(주)나노신소재,121600,2020/06,-14.72,-62.31,4.57,1.22,1.08,15.17,7.11,91414176,1014266,1113750,2011/02/09,5424167,0
(주)나노신소재,121600,2021/06,31.87,234.43,9.2,3.98,3.48,13.5,6.83,95574686,2691645,3724688,2011/02/09,5424167,0
(주)나노엔텍,039860,2018/06,30.38,704.05,10.01,5.65,3.9,29.35,9.71,33907753,1265372,1745900,2000/08/16,12826293,0
(주)나노엔텍,039860,2019/06,-13.07,10.91,9.75,5.19,4.27,15,2.84,40653117,1071668,1936338,2000/08/16,13146395,0
(주)나노엔텍,039860,2020/06,4.58,-26.72,9.29,3.21,2.82,13.27,0,47716666,1068280,1418971,2000/08/16,13375214,0
(주)나노엔텍,039860,2021/06,59.4,285.6,18.92,10.69,9.47,12.61,0.12,54636866,3465801,5471484,2000/08/16,13399164,0
(주)나무가,190510,2018/06,33.21,0,-0.56,4.73,2.3,182.46,5.82,30439887,-606147,2309969,2015/11/12,1912750,0
(주)나무가,190510,2019/06,-1.9,0,1.08,-12.48,-3.65,295.14,19.46,34453812,1146102,-4050831,2015/11/12,1913515,0
(주)나무가,190510,2020/06,53.82,0,0.66,10.67,3.43,160.59,16.27,56760911,1079039,4865049,2015/11/12,3633285,0
(주)나무가,190510,2021/06,7.3,-27.59,-0.15,6.32,2.41,164.59,22.02,54663737,-257473,3523000,2015/11/12,7068830,0
(주)나스미디어,089600,2018/06,-13.97,-13.65,28.55,7.52,3.87,88.31,0,118140175,10346406,8366830,2013/07/17,4557703,0
(주)나스미디어,089600,2019/06,5.18,9.24,30.02,7.38,3.75,104.96,3.82,129405869,11443518,9139670,2013/07/17,4377346,180358
(주)나스미디어,089600,2020/06,-3.17,2.63,28.57,7.06,3.59,89.07,1.77,136331365,10545962,9379980,2013/07/17,4557703,0
(주)나스미디어,089600,2021/06,6.85,14.73,33.43,7.44,3.7,111.93,0.46,153004346,13181892,10761424,2013/07/17,4802455,180358
(주)나이벡,138610,2018/06,-27.72,0,-55.69,-15.24,-7.49,81.51,29.64,13230083,-1417963,-1756130,2011/07/13,3183979,0
(주)나이벡,138610,2019/06,57.18,0,-29.73,-7.79,-5.34,29.46,12.22,28646684,-1189762,-1631700,2011/07/13,4951490,0
(주)나이벡,138610,2020/06,-32.88,0,-33.2,-2.52,-1.93,32.76,13.39,26780406,-891937,-699706,2011/07/13,4951490,0
(주)나이벡,138610,2021/06,112.65,0,-33.44,-9.23,-5.97,74.2,29.47,29935255,-1910175,-2616463,2011/07/13,4951490,0
(주)나이스디앤비,130580,2018/06,41.61,57.57,32.21,17.88,14.42,25.83,0,40945041,8029771,6811357,2011/12/22,7700000,0
(주)나이스디앤비,130580,2019/06,15.7,6.81,28.95,16.75,13.16,28.51,0.93,45920494,8350624,7275088,2011/12/22,7700000,0
(주)나이스디앤비,130580,2020/06,18.96,12.63,27.64,16.68,12.77,32.43,2.11,52336170,9487138,8193961,2011/12/22,7700000,0
(주)나이스디앤비,130580,2021/06,8.15,5.05,27.99,15.33,11.69,29.97,0.97,59968880,10388882,8607690,2011/12/22,7700000,0
(주)나이스홀딩스,034310,2018/06,13.04,8.07,67.84,4.14,3.53,16.4,12.43,369482012,17816166,14557359,2004/02/04,18941150,0
(주)나이스홀딩스,034310,2019/06,-25.13,48.87,57.39,6.01,4.96,26.57,14.62,351271156,11286034,21671736,2004/02/04,18941150,0
(주)나이스홀딩스,034310,2020/06,14.39,0,56.29,-7.69,-5.51,54.86,26.44,301240383,12661489,-25096647,2004/02/04,18941150,0
(주)나이스홀딩스,034310,2021/06,15.99,0,60.82,7.1,4.74,45.17,25.16,324988871,15869350,22236556,2004/02/04,18941150,0
